Date,Open ,High,Low,Close,Adj Close,Volume
"Jul 12, 2018",415.16,416.79,407.8,413.5,413.5,"12,743,300"
"Dec 14, 2021",598.71,602.29,588.13,597.99,597.99,"2,984,500"
"Nov 1, 2023",414.77,420.6,414.18,420.19,420.19,"4,806,100"
"Mar 8, 2024",608.27,616.09,600.84,604.82,604.82,"2,774,600"
"Jul 30, 2004",2.87,2.96,2.87,2.93,2.93,"5,053,300"
"Nov 7, 2012",10.92,11.32,10.92,11.1,11.1,"31,099,600"
"Oct 28, 2019",278.05,285.75,277.35,281.86,281.86,"6,248,400"
"Jan 7, 2004",4.31,4.47,4.25,4.45,4.45,"68,432,000"
"Jul 30, 2020",480.71,488.35,477.51,485.8,485.8,"6,608,600"
"Sep 4, 2019",291.25,292.38,286.51,291.52,291.52,"4,652,500"
"Dec 3, 2009",8.44,8.5,8.25,8.28,8.28,"8,534,400"
"May 19, 2009",5.59,5.76,5.55,5.66,5.66,"13,829,900"
"May 5, 2010",13.93,14.53,13.74,14.03,14.03,"14,749,700"
"Dec 1, 2008",3.17,3.26,3.11,3.15,3.15,"7,054,600"
"May 12, 2016",90.32,90.41,85.74,87.74,87.74,"20,408,100"
"Jun 1, 2021",504.01,505.41,497.74,499.08,499.08,"2,482,600"
"Oct 6, 2006",3.41,3.46,3.38,3.44,3.44,"4,361,700"
"Oct 31, 2019",291,291.45,284.78,287.41,287.41,"5,090,000"
"Jul 17, 2013",37.32,38.32,36.95,38.27,38.27,"19,510,400"
"Dec 2, 2004",1.59,1.63,1.59,1.62,1.62,"10,747,800"
"Oct 6, 2022",236.68,244.28,233.91,240.02,240.02,"9,188,900"
"Mar 29, 2006",4.02,4.2,3.99,4.17,4.17,"7,978,600"
"Jun 3, 2008",4.43,4.58,4.43,4.55,4.55,"9,543,800"
"Oct 4, 2022",244.84,245.8,233.25,240.74,240.74,"13,925,900"
"Oct 20, 2009",7.23,7.25,6.97,6.99,6.99,"7,756,000"
"Apr 15, 2016",110.64,111.85,109.78,111.51,111.51,"11,746,100"
"Dec 3, 2024",894.36,902.69,888.03,902.17,902.17,"2,401,600"
"Oct 19, 2012",9.6,9.64,9.18,9.28,9.28,"22,881,600"
"Apr 6, 2011",35.43,35.55,34.05,34.28,34.28,"40,247,200"
"Jul 22, 2024",639.5,656.29,632.6,647.5,647.5,"5,219,100"
"Feb 27, 2006",3.75,3.79,3.74,3.79,3.79,"5,584,600"
"Feb 16, 2005",1.6,1.61,1.55,1.56,1.56,"5,604,900"
"Dec 11, 2024",924.71,941.75,923.08,936.56,936.56,"3,501,700"
"Aug 11, 2008",4.41,4.63,4.39,4.6,4.6,"14,011,200"
"Jun 29, 2018",399.19,401.33,390.55,391.43,391.43,"9,252,500"
"Nov 10, 2008",3.17,3.24,3.03,3.08,3.08,"3,045,700"
"Dec 27, 2007",4,4.03,3.86,3.92,3.92,"11,615,800"
"Oct 4, 2006",3.28,3.34,3.26,3.31,3.31,"5,247,200"
"Jun 17, 2019",342.69,351.77,342.06,350.62,350.62,"5,358,200"
"Jun 6, 2011",39.05,39.67,37.23,37.51,37.51,"45,899,000"
"Apr 12, 2021",551.05,557.98,549.58,552.78,552.78,"2,944,100"
"Sep 30, 2008",4.57,4.64,4.25,4.41,4.41,"10,700,200"
"Dec 9, 2013",50.74,51.41,50.52,50.81,50.81,"11,718,700"
"Mar 3, 2008",4.54,4.57,4.38,4.42,4.42,"12,994,800"
"Oct 29, 2010",24.99,25.11,24.19,24.8,24.8,"41,610,800"
"Feb 18, 2020",379.3,389.54,379.19,387.78,387.78,"5,173,900"
"Apr 23, 2024",556.49,579.21,555.28,577.75,577.75,"4,975,500"
"Apr 1, 2021",529.93,540.5,527.03,539.42,539.42,"3,938,600"
"Jan 14, 2003",0.87,0.88,0.84,0.86,0.86,"2,549,400"
"Feb 1, 2017",141.2,142.41,139.3,140.78,140.78,"6,033,400"
"Jul 16, 2009",6.26,6.32,6.16,6.3,6.3,"8,621,900"
"Jul 8, 2022",186.02,189.91,182.75,186.98,186.98,"5,835,700"
"Jun 23, 2015",96.34,97.39,95.75,97.31,97.31,"15,626,100"
"Apr 7, 2005",1.58,1.62,1.56,1.61,1.61,"7,477,400"
"Aug 17, 2016",94.94,96.93,94.85,96.37,96.37,"8,315,600"
"Nov 18, 2009",8.69,8.81,8.61,8.73,8.73,"6,591,200"
"Dec 10, 2018",264.19,271.18,260.61,269.7,269.7,"9,605,600"
"Jul 27, 2020",484.51,496.92,482.31,495.65,495.65,"7,863,100"
"Jun 9, 2021",494.5,496.09,484.65,485.81,485.81,"3,055,000"
"Nov 3, 2010",24.66,24.86,24.15,24.49,24.49,"27,377,000"
"Jul 6, 2012",11.96,12.2,11.46,11.7,11.7,"85,261,400"
"Aug 15, 2017",171.53,171.88,168.25,168.5,168.5,"5,656,100"
"Aug 9, 2023",439.74,440.62,427.59,428.9,428.9,"3,846,600"
"Apr 19, 2012",15.01,15.67,14.9,15.3,15.3,"25,097,100"
"Apr 27, 2010",15.01,15.15,14.52,14.58,14.58,"34,263,600"
"Feb 17, 2009",5.43,5.49,5.28,5.32,5.32,"15,198,400"
"Jun 4, 2007",3.06,3.09,3.05,3.07,3.07,"5,546,100"
"Aug 23, 2004",2.31,2.32,2.24,2.27,2.27,"5,951,400"
"Mar 20, 2019",358.91,375.9,357.01,375.22,375.22,"10,917,200"
"Feb 14, 2013",26.76,27.12,26.38,26.77,26.77,"31,979,500"
"May 21, 2018",327.11,331.88,325.45,331.82,331.82,"6,657,300"
"Jun 4, 2008",4.52,4.64,4.5,4.62,4.62,"6,671,700"
"Mar 7, 2005",1.53,1.55,1.5,1.51,1.51,"4,238,500"
"Aug 14, 2003",1.74,1.82,1.73,1.78,1.78,"11,293,800"
"Dec 10, 2008",4.04,4.14,3.96,4.07,4.07,"8,979,600"
"Apr 30, 2018",311.07,317.88,310.12,312.46,312.46,"6,088,800"
"May 12, 2021",486.83,493.54,482.7,484.98,484.98,"4,121,500"
"Mar 25, 2024",627.9,630.46,623.16,627.46,627.46,"1,803,300"
"Nov 10, 2022",265.99,275.36,260.09,274.97,274.97,"9,667,300"
"Mar 2, 2018",284.65,301.18,283.23,301.05,301.05,"13,345,300"
"Mar 31, 2010",10.61,10.72,10.53,10.53,10.53,"5,714,800"
"Jun 10, 2008",4.39,4.48,4.35,4.38,4.38,"4,574,500"
"Apr 28, 2014",45.44,45.84,42.79,44.89,44.89,"47,123,300"
"Dec 28, 2020",516.43,523.66,507.13,519.12,519.12,"2,891,900"
"Oct 29, 2014",55.17,55.24,53.97,54.01,54.01,"12,507,600"
"Apr 9, 2007",3.46,3.51,3.46,3.48,3.48,"4,174,800"
"Nov 10, 2005",4.21,4.32,4.19,4.22,4.22,"25,069,800"
"Jun 23, 2021",508.48,516.63,508.2,512.74,512.74,"3,944,800"
"Oct 18, 2002",0.59,0.74,0.59,0.68,0.68,"24,904,600"
"Nov 14, 2022",290,311,288.19,299.27,299.27,"17,978,200"
"Dec 5, 2016",120.73,120.75,118.4,119.16,119.16,"7,626,300"
"Sep 27, 2005",3.57,3.58,3.47,3.47,3.47,"11,167,800"
"Jan 4, 2021",539,540.8,515.09,522.86,522.86,"4,444,400"
"Jun 11, 2007",3.18,3.24,3.12,3.13,3.13,"18,034,800"
"May 1, 2024",547.84,560.39,544.25,551.71,551.71,"3,473,200"
"Jan 21, 2015",59.23,59.24,57.41,58.47,58.47,"66,902,500"
"Aug 30, 2016",97.84,98.85,97.14,97.45,97.45,"6,093,500"
"Mar 6, 2019",353.6,359.88,351.7,359.61,359.61,"6,211,900"
"Jul 1, 2013",30.52,32.19,30.29,32.04,32.04,"24,517,500"
"Mar 20, 2007",3.05,3.26,3.05,3.21,3.21,"15,969,100"
"Jul 23, 2015",110.91,112.18,109.84,110.1,110.1,"8,306,800"
"Feb 11, 2010",8.74,9.07,8.73,9.05,9.05,"7,203,700"
"May 27, 2004",4.75,4.75,4.65,4.74,4.74,"11,852,400"
"Dec 24, 2003",3.94,4.18,3.92,4.07,4.07,"27,525,400"
"Jun 6, 2022",202.09,203.87,195.38,197.14,197.14,"5,372,000"
"Aug 30, 2018",365,376.81,363.54,370.98,370.98,"10,981,000"
"Nov 1, 2011",11.44,11.57,11.25,11.44,11.44,"33,016,200"
"Nov 9, 2009",7.95,8.21,7.93,8.17,8.17,"8,535,100"
"Jun 24, 2002",0.98,1.01,0.96,0.98,0.98,"2,567,600"
"Jul 5, 2018",393.8,399.24,390.86,398.39,398.39,"8,448,900"
"May 25, 2023",359.61,367.45,357.42,359,359,"6,263,100"
"Dec 15, 2011",10.23,10.28,9.91,9.96,9.96,"26,247,200"
"Jun 9, 2010",16.14,16.84,16.03,16.49,16.49,"39,731,300"
"Jul 25, 2011",40.08,40.79,39.63,40.22,40.22,"52,708,600"
"Apr 4, 2016",105.9,105.92,103.2,104.35,104.35,"10,940,400"
"Aug 21, 2006",2.84,2.85,2.73,2.79,2.79,"9,548,000"
"Aug 31, 2004",2.05,2.09,1.98,1.99,1.99,"9,807,000"
"Jul 27, 2023",426.9,427.52,411.88,413.17,413.17,"6,594,500"
"Jul 23, 2009",6.55,6.81,6.51,6.64,6.64,"20,060,600"
"Nov 30, 2015",126.03,126.6,122.89,123.33,123.33,"13,894,000"
"Apr 30, 2015",80.24,80.84,79.12,79.5,79.5,"10,565,100"
"Feb 10, 2015",63.46,65.16,63.1,64.85,64.85,"15,418,900"
"Dec 14, 2016",123.43,124.4,122.5,123.44,123.44,"6,110,300"
"Feb 20, 2019",364.85,366.71,356.7,359.91,359.91,"8,110,700"
"May 3, 2019",381.53,385.03,378.27,385.03,385.03,"5,130,300"
"Apr 14, 2015",68.86,69.14,67.42,68.39,68.39,"28,641,900"
"Sep 12, 2016",95.91,99.29,95.71,99.05,99.05,"7,718,400"
"May 21, 2013",34.29,34.41,33.57,33.87,33.87,"11,491,200"
"Oct 17, 2007",3.4,3.47,3.38,3.47,3.47,"4,249,700"
"Sep 22, 2023",385,386.88,378.36,379.81,379.81,"3,692,800"
"Jul 19, 2004",3.13,3.16,2.84,2.88,2.88,"84,028,000"
"Sep 16, 2016",97.1,99.49,97.04,99.48,99.48,"9,445,100"
"Feb 5, 2025",987.73,"1,011.83",986.68,"1,011.11","1,011.11","3,993,400"
"Jun 13, 2019",347.23,348.5,339.25,343.43,343.43,"6,209,300"
"Aug 1, 2002",0.95,0.96,0.88,0.89,0.89,"4,529,000"
"Nov 30, 2004",1.64,1.66,1.58,1.63,1.63,"7,964,600"
"Apr 24, 2023",330.2,334.66,326.75,329.02,329.02,"5,586,600"
"Aug 28, 2023",418.04,419.83,413.27,418.06,418.06,"2,928,600"
"Jul 22, 2004",2.82,2.94,2.8,2.89,2.89,"17,718,400"
"Dec 2, 2014",48.76,50.48,48.69,50.33,50.33,"14,271,600"
"Oct 17, 2017",200.11,204.38,197.77,199.48,199.48,"23,900,100"
"Mar 4, 2010",9.6,9.8,9.59,9.72,9.72,"7,063,000"
"Jun 7, 2017",165.6,166.4,164.41,165.61,165.61,"3,353,100"
"May 3, 2005",1.64,1.67,1.64,1.65,1.65,"3,217,900"
"Mar 9, 2018",321.33,331.44,320.23,331.44,331.44,"14,500,200"
"Mar 23, 2018",307.41,309.37,300.36,300.94,300.94,"9,529,900"
"Nov 23, 2018",260.11,265.5,256.84,258.82,258.82,"5,245,100"
"Sep 7, 2007",2.53,2.58,2.5,2.58,2.58,"6,757,100"
"Nov 17, 2014",55.05,55.64,54.39,54.45,54.45,"9,225,300"
"Dec 27, 2018",250.11,255.59,240.1,255.57,255.57,"12,235,200"
"Mar 12, 2020",326.5,335.72,307.32,315.25,315.25,"12,071,600"
"Jan 23, 2025",957.81,985,953.9,984.86,984.86,"7,752,100"
"Feb 8, 2016",80.57,84.7,79.95,83.32,83.32,"25,035,600"
"Oct 14, 2024",725,726.62,711.31,713,713,"2,797,100"
"Dec 5, 2002",0.86,0.86,0.77,0.79,0.79,"12,632,200"
"Oct 29, 2003",4.11,4.24,4.06,4.22,4.22,"27,333,600"
"Mar 7, 2014",64.87,64.93,63.64,64.05,64.05,"11,573,800"
"Apr 9, 2012",15.54,15.67,15.23,15.24,15.24,"22,637,300"
"Aug 13, 2003",1.78,1.8,1.72,1.73,1.73,"4,537,400"
"Aug 24, 2016",96.13,96.36,94.91,95.18,95.18,"6,276,500"
"Jun 21, 2016",93.87,93.88,90.77,90.99,90.99,"15,199,700"
"Jul 6, 2020",480.77,499.5,479.8,493.81,493.81,"7,839,000"
"Feb 16, 2023",355,361.5,350.31,350.71,350.71,"5,215,700"
"Jan 8, 2013",14.29,14.43,13.83,13.88,13.88,"24,714,900"
"Dec 31, 2004",1.83,1.83,1.75,1.76,1.76,"9,830,800"
"Jun 12, 2009",5.36,5.42,5.29,5.41,5.41,"7,498,400"
"Mar 24, 2004",4.07,4.14,3.96,4.05,4.05,"9,060,800"
"Jan 27, 2010",7.14,7.31,6.99,7.28,7.28,"23,347,100"
"Jun 14, 2011",37.11,37.37,36.56,37.3,37.3,"21,319,200"
"Mar 20, 2024",619.95,629.51,618.34,627.69,627.69,"2,639,500"
"Feb 13, 2003",0.95,0.95,0.94,0.94,0.94,"6,092,800"
"Oct 6, 2017",194.3,198.92,192.05,198.02,198.02,"15,348,400"
"Sep 26, 2012",7.71,7.99,7.58,7.88,7.88,"36,625,400"
"Nov 29, 2006",4.14,4.2,4.13,4.17,4.17,"4,333,000"
"Oct 27, 2003",3.69,3.84,3.68,3.84,3.84,"15,517,600"
"Feb 25, 2010",9.14,9.37,9.01,9.37,9.37,"10,717,700"
"Mar 25, 2009",6.18,6.26,5.77,5.94,5.94,"18,686,500"
"Mar 7, 2013",25.71,26.07,25.17,25.94,25.94,"28,695,800"
"Jul 13, 2006",3.48,3.62,3.47,3.56,3.56,"9,004,800"
"Sep 18, 2024",707.55,707.55,688,690.47,690.47,"2,984,400"
"Sep 28, 2004",2.33,2.36,2.27,2.34,2.34,"7,775,600"
"Oct 23, 2013",45.33,47.88,45.29,47.18,47.18,"58,376,500"
"Aug 15, 2016",96.83,96.91,95.24,95.31,95.31,"7,304,600"
"Jul 23, 2003",1.78,1.91,1.77,1.9,1.9,"21,898,800"
"Jan 18, 2017",133.21,133.65,131.06,133.26,133.26,"16,168,600"
"May 22, 2009",5.65,5.69,5.51,5.54,5.54,"4,261,600"
"Sep 4, 2018",366.47,368.88,361.26,363.6,363.6,"7,605,200"
"Sep 1, 2022",220.72,230.37,219.47,230.04,230.04,"7,292,900"
"Jun 25, 2012",9.69,9.93,9.49,9.58,9.58,"30,746,100"
"Mar 3, 2021",545.93,548.01,517.81,520.7,520.7,"5,362,400"
"Dec 7, 2012",12.61,12.83,12.18,12.28,12.28,"34,780,200"
"May 29, 2019",353.6,353.85,345.9,349.19,349.19,"5,658,900"
"Jan 4, 2024",472.98,480.74,466.53,474.67,474.67,"3,636,500"
"Jan 17, 2025",859.79,865,852.13,858.1,858.1,"3,617,600"
"Jun 16, 2021",495,496.46,486.28,492.41,492.41,"3,533,200"
"Jun 21, 2022",177.6,178.62,169.8,170.91,170.91,"12,177,600"
"Nov 15, 2024",832.04,832.04,816.49,823.96,823.96,"3,673,700"
"Sep 17, 2002",0.86,0.86,0.82,0.83,0.83,"2,863,000"
"Jan 6, 2012",11.3,12.47,11.24,12.33,12.33,"125,610,800"
"Oct 11, 2023",372.78,377.81,365.34,365.93,365.93,"9,151,400"
"Jun 19, 2020",449.12,453.97,445.6,453.72,453.72,"5,934,500"
"Feb 20, 2004",4.83,5.05,4.65,5.05,5.05,"38,625,300"
"Jul 7, 2004",4.79,4.98,4.68,4.76,4.76,"13,262,900"
"Jul 17, 2017",162.91,163.55,160.02,161.7,161.7,"17,496,700"
"Oct 9, 2023",378.05,387.17,377.76,385.95,385.95,"3,299,800"
"Jan 15, 2004",4.64,4.68,4.54,4.63,4.63,"16,013,200"
"Jun 4, 2003",1.72,1.8,1.72,1.74,1.74,"12,420,800"
"Mar 21, 2005",1.32,1.36,1.31,1.33,1.33,"6,194,300"
"Nov 27, 2007",3.09,3.19,3.07,3.19,3.19,"6,707,400"
"Feb 25, 2005",1.53,1.58,1.52,1.57,1.57,"29,469,300"
"Aug 20, 2013",37.56,39.08,37.5,39.04,39.04,"30,140,600"
"May 8, 2015",81.04,82.15,80.96,82.09,82.09,"13,828,500"
"Aug 27, 2015",114.94,118.25,113.02,117.66,117.66,"37,056,100"
"Jul 20, 2004",2.96,3.17,2.89,3.08,3.08,"36,590,400"
"Aug 21, 2017",166.91,168.99,164.23,166.76,166.76,"6,480,700"
"Aug 13, 2004",2.19,2.21,2.09,2.14,2.14,"15,285,200"
"Dec 18, 2009",7.7,7.71,7.57,7.61,7.61,"10,441,900"
"Sep 8, 2011",30.58,31.25,29.97,30.17,30.17,"27,562,500"
"Feb 21, 2006",3.6,3.68,3.58,3.68,3.68,"8,024,100"
"Aug 26, 2013",39.44,41.42,39.15,40.39,40.39,"31,017,700"
"Oct 11, 2019",284.8,287.87,282.34,282.93,282.93,"8,786,100"
"Mar 2, 2010",10,10,9.83,9.85,9.85,"11,956,700"
"Dec 17, 2010",26.15,26.36,25.66,25.72,25.72,"103,407,500"
"Jan 7, 2013",13.77,14.54,13.73,14.17,14.17,"45,550,400"
"Apr 28, 2005",1.62,1.65,1.61,1.64,1.64,"3,200,400"
"Jun 1, 2005",2.03,2.1,2.03,2.07,2.07,"4,250,400"
"Aug 26, 2020",492.5,549.04,492.08,547.53,547.53,"20,373,700"
"Oct 3, 2022",237.85,241.54,232.85,239.04,239.04,"8,657,400"
"Mar 7, 2012",15.92,15.92,14.65,15.03,15.03,"76,797,000"
"Apr 19, 2006",4.25,4.54,4.19,4.44,4.44,"19,187,000"
"Jan 25, 2010",7.29,7.36,6.93,7.02,7.02,"13,791,400"
"Jun 21, 2002",0.98,0.99,0.95,0.98,0.98,"2,346,400"
"Apr 30, 2008",4.57,4.63,4.46,4.57,4.57,"10,906,000"
"Jan 21, 2014",47.46,47.5,45.75,46.96,46.96,"25,220,300"
"Jan 21, 2025",863.53,916.4,854.75,869.68,869.68,"9,851,400"
"Apr 1, 2011",34.43,34.92,34.34,34.58,34.58,"37,766,400"
"Dec 11, 2002",0.85,0.93,0.84,0.9,0.9,"4,895,800"
"Dec 18, 2020",533.2,536.37,526.02,534.45,534.45,"4,502,700"
"Jan 17, 2019",349.5,355.79,346.41,353.19,353.19,"18,871,200"
"Oct 2, 2014",62.7,64.36,62.55,64.28,64.28,"18,450,600"
"Nov 7, 2013",48.43,48.52,46.45,46.69,46.69,"20,007,400"
"May 26, 2020",427.77,428.5,413.14,414.77,414.77,"7,881,100"
"Jan 31, 2008",3.22,3.62,3.16,3.59,3.59,"23,223,900"
"Mar 17, 2020",306.19,322.9,290.25,319.75,319.75,"10,013,900"
"May 5, 2017",158.55,158.59,155.9,156.6,156.6,"5,341,700"
"Aug 21, 2014",67.33,68.02,66.81,67.44,67.44,"11,746,700"
"Jul 7, 2023",438.6,442.33,435.84,438.1,438.1,"4,160,100"
"Jul 11, 2006",3.75,3.78,3.55,3.62,3.62,"19,475,400"
"Sep 6, 2023",448.61,451.39,440.49,445.76,445.76,"3,862,300"
"May 29, 2024",644.13,664.25,643.89,654.62,654.62,"3,695,900"
"Mar 23, 2006",4.01,4.09,3.93,4.04,4.04,"7,041,300"
"Apr 26, 2019",368.35,375.14,366.24,374.85,374.85,"5,621,900"
"Dec 13, 2021",612,612.64,599.52,604.56,604.56,"2,517,900"
"Jul 3, 2002",1.18,1.21,1.12,1.21,1.21,"4,957,400"
"Jan 17, 2007",3.26,3.29,3.23,3.26,3.26,"15,204,000"
"Jul 9, 2024",690,695.27,684.72,685.74,685.74,"2,596,100"
"Dec 24, 2014",48.07,49.07,48,48.87,48.87,"5,411,000"
"Dec 13, 2007",3.27,3.29,3.22,3.29,3.29,"5,160,400"
"Aug 14, 2009",6.58,6.59,6.31,6.36,6.36,"7,927,500"
"Nov 5, 2024",757.35,767.53,756.27,763.91,763.91,"2,200,600"
"Feb 13, 2017",145.19,145.95,143.05,143.2,143.2,"4,790,400"
"Jun 13, 2006",3.84,4,3.84,3.93,3.93,"10,831,100"
"Feb 11, 2008",3.85,3.86,3.82,3.84,3.84,"9,594,900"
"Jan 5, 2007",3.62,3.62,3.49,3.54,3.54,"15,190,700"
"Aug 14, 2017",169.8,172.45,168.8,171,171,"7,468,400"
"Aug 13, 2007",2.57,2.59,2.45,2.48,2.48,"6,819,400"
"Oct 11, 2012",9.56,9.59,9.32,9.43,9.43,"22,013,600"
"Nov 20, 2014",51.87,53.32,51.57,52.59,52.59,"15,425,200"
"Jun 30, 2014",63.27,63.84,62.81,62.94,62.94,"10,588,900"
"Mar 12, 2014",61.95,62.79,61.38,62.37,62.37,"12,134,500"
"Feb 14, 2003",0.95,1.02,0.95,1.02,1.02,"8,435,000"
"Apr 2, 2018",291.94,292.87,275.05,280.29,280.29,"13,405,800"
"Nov 7, 2007",3.84,3.91,3.76,3.84,3.84,"7,448,000"
"Nov 26, 2002",0.77,0.79,0.75,0.75,0.75,"1,771,000"
"Nov 14, 2003",3.46,3.53,3.33,3.34,3.34,"18,921,000"
"Apr 18, 2017",147.34,147.4,140,143.36,143.36,"19,671,000"
"Jul 14, 2010",17.22,17.71,17.01,17.57,17.57,"13,643,700"
"Mar 16, 2004",4.23,4.31,4.08,4.15,4.15,"22,697,500"
"Jan 10, 2019",314.57,325.37,312.5,324.66,324.66,"13,472,500"
"Jan 14, 2005",1.59,1.63,1.54,1.62,1.62,"14,502,600"
"Feb 22, 2022",388.95,392.42,373.02,377.38,377.38,"6,697,500"
"Dec 4, 2009",8.3,8.35,7.87,8.03,8.03,"11,601,800"
"Dec 16, 2016",126.39,126.68,124.01,124.22,124.22,"7,868,000"
"Nov 27, 2017",195.56,195.85,194,195.05,195.05,"3,210,100"
"Mar 5, 2013",26.38,26.47,25.44,25.96,25.96,"32,326,700"
"Nov 13, 2007",3.51,3.63,3.5,3.63,3.63,"6,433,000"
"Dec 31, 2003",4.05,4.09,3.88,3.91,3.91,"16,801,400"
"Jun 21, 2011",35.1,36.4,34.69,36.24,36.24,"21,613,900"
"Jan 24, 2006",3.35,3.54,3.35,3.53,3.53,"37,796,500"
"Oct 27, 2015",102.58,104.72,101.23,103.07,103.07,"12,066,400"
"Jan 16, 2018",224.24,226.07,217.2,221.53,221.53,"13,516,100"
"Sep 30, 2005",3.51,3.81,3.49,3.71,3.71,"24,979,500"
"Nov 6, 2008",3.21,3.27,3.05,3.07,3.07,"6,739,600"
"Sep 26, 2011",19.46,19.7,18.08,18.89,18.89,"80,972,500"
"Oct 16, 2002",0.53,0.53,0.44,0.46,0.46,"5,800,200"
"Apr 5, 2017",146.19,146.25,143.26,143.62,143.62,"4,607,600"
"Jan 29, 2015",63.2,63.93,62.5,63.4,63.4,"15,127,700"
"Feb 3, 2014",58.84,58.88,57.25,57.77,57.77,"20,145,300"
"Mar 26, 2004",4.24,4.25,4.12,4.14,4.14,"11,109,000"
"Nov 19, 2020",482,487.8,480.47,484.67,484.67,"2,254,700"
"Apr 15, 2004",5.23,5.42,5.12,5.29,5.29,"30,800,000"
"Feb 4, 2021",539.81,559.48,537.51,552.16,552.16,"5,164,500"
"Mar 2, 2022",388.93,389.22,375.21,380.03,380.03,"5,356,800"
"Oct 7, 2019",271.99,276.68,271.28,274.46,274.46,"6,525,600"
"Sep 27, 2023",382.4,384.22,376.25,377.59,377.59,"3,843,500"
"Apr 25, 2013",31,31.26,30.47,30.54,30.54,"29,274,000"
"Jul 7, 2021",544.24,544.64,531.66,535.96,535.96,"2,722,500"
"Feb 9, 2018",253.85,255.8,236.11,249.47,249.47,"16,906,900"
"Sep 16, 2020",499.99,504.66,483.31,483.86,483.86,"4,394,900"
"Apr 3, 2013",25.29,25.48,23.47,24.25,24.25,"75,357,800"
"Aug 31, 2018",370.66,376,367.08,367.68,367.68,"7,943,400"
"Nov 25, 2011",9.74,9.95,8.99,9.12,9.12,"38,045,000"
"Aug 12, 2008",4.62,4.62,4.36,4.4,4.4,"8,773,800"
"Jan 12, 2005",1.6,1.61,1.5,1.54,1.54,"12,446,000"
"Jan 22, 2020",332.55,336.3,323.6,326,326,"21,730,000"
"Mar 23, 2020",347.89,366.11,340.88,360.27,360.27,"13,449,400"
"Apr 26, 2006",4.52,4.57,4.42,4.5,4.5,"14,474,600"
"Mar 27, 2013",27.09,28.15,26.9,27.18,27.18,"40,475,400"
"Mar 16, 2017",145.5,146.5,144.22,144.39,144.39,"5,286,500"
"Nov 17, 2003",3.31,3.31,3.16,3.19,3.19,"31,721,200"
"Oct 21, 2024",765.76,773,756.6,772.07,772.07,"6,057,100"
"Sep 21, 2021",578.31,581.88,569.37,573.14,573.14,"2,250,900"
"Oct 4, 2007",2.98,3.04,2.97,3.02,3.02,"4,897,900"
"Nov 9, 2010",24.25,24.99,24.2,24.35,24.35,"40,275,900"
"Dec 15, 2015",121.93,123.3,118.54,118.6,118.6,"11,760,000"
"Aug 6, 2012",7.79,8.17,7.73,8.11,8.11,"28,527,800"
"Mar 2, 2021",553.34,556.99,546.02,547.82,547.82,"3,042,200"
"Jul 2, 2015",94,94.2,93.21,94.04,94.04,"11,053,000"
"Oct 13, 2011",16.09,17,15.89,16.72,16.72,"69,115,200"
"Aug 15, 2006",2.86,2.9,2.83,2.85,2.85,"6,462,400"
"Mar 5, 2008",4.53,4.66,4.48,4.59,4.59,"12,135,900"
"Mar 28, 2003",1.55,1.6,1.48,1.5,1.5,"26,143,600"
"Feb 14, 2025","1,044.95","1,064.50","1,041.69","1,058.60","1,058.60","3,145,400"
"Jul 27, 2022",216.48,227.78,214.58,226.75,226.75,"10,508,400"
"Jun 19, 2017",154.29,155.58,152.41,153.4,153.4,"6,544,300"
"Oct 14, 2002",0.46,0.54,0.46,0.53,0.53,"5,272,400"
"May 31, 2022",196.18,199.95,190.8,197.44,197.44,"11,398,500"
"Oct 6, 2016",104.97,105.47,103.88,105.07,105.07,"6,587,700"
"Feb 13, 2013",25.84,26.63,25.67,26.61,26.61,"40,929,000"
"Feb 4, 2005",1.71,1.74,1.67,1.72,1.72,"7,170,800"
"Jul 18, 2023",451,478.15,448.78,474.8,474.8,"13,196,900"
"Nov 10, 2011",12.76,12.9,12.12,12.16,12.16,"39,614,400"
"Feb 4, 2022",407.31,412.77,396.64,410.17,410.17,"7,789,800"
"Nov 29, 2023",479,480.99,474.49,477.19,477.19,"2,855,500"
"Sep 17, 2004",2.46,2.51,2.39,2.43,2.43,"13,882,400"
"Apr 25, 2017",147.46,153.52,146.22,152.16,152.16,"20,674,200"
"May 24, 2006",3.97,4.03,3.83,3.99,3.99,"7,155,400"
"Dec 10, 2002",0.8,0.87,0.8,0.87,0.87,"3,236,800"
"Mar 7, 2022",360.41,362,350.2,350.26,350.26,"5,708,400"
"Oct 30, 2007",3.73,3.8,3.68,3.78,3.78,"12,056,800"
"Apr 12, 2022",355.91,359.41,342.25,344.1,344.1,"3,824,300"
"Nov 20, 2020",485.22,494.76,481.57,488.24,488.24,"4,253,400"
"Nov 8, 2005",4,4.19,3.99,4.08,4.08,"15,790,600"
"Sep 2, 2011",29.82,30.7,29.66,30.44,30.44,"55,624,100"
"Jan 9, 2020",342,343.42,334.61,335.66,335.66,"4,709,300"
"May 27, 2008",4.46,4.58,4.43,4.58,4.58,"5,602,100"
"Aug 1, 2005",2.67,2.76,2.61,2.76,2.76,"22,481,900"
"Oct 3, 2017",177.65,179.7,177.55,179.19,179.19,"3,956,900"
"Mar 5, 2014",64.86,65.26,64.56,64.79,64.79,"10,868,900"
"Dec 20, 2002",0.76,0.77,0.73,0.76,0.76,"4,384,800"
"May 16, 2022",193.3,195.89,185.7,186.51,186.51,"16,145,000"
