Date,Open ,High,Low,Close,Adj Close,Volume
"May 7, 2012",10.36,10.8,10.33,10.49,10.49,"28,700,000"
"Mar 3, 2015",68.34,68.46,67.51,67.82,67.82,"7,426,300"
"Oct 10, 2011",18.22,18.36,15.33,15.95,15.95,"151,744,600"
"Nov 28, 2023",478.11,480.5,475.95,479,479,"2,890,200"
"May 21, 2019",350.95,356.43,349.93,354.27,354.27,"4,026,400"
"Feb 2, 2004",5.3,5.38,5.16,5.2,5.2,"32,034,800"
"Jun 18, 2010",17.99,18.16,17.79,18.06,18.06,"17,446,100"
"Oct 13, 2014",64.46,64.64,61.86,62.65,62.65,"20,216,700"
"Jun 6, 2017",164.95,166.82,164.51,165.17,165.17,"4,382,100"
"Nov 3, 2014",56.18,56.5,55.02,55.49,55.49,"17,581,200"
"Oct 3, 2008",4.17,4.43,4.1,4.14,4.14,"5,013,400"
"Nov 19, 2018",283.79,285.09,269.15,270.6,270.6,"12,993,800"
"Aug 25, 2020",488.19,492.47,485.09,490.58,490.58,"5,727,700"
"Nov 1, 2021",689.06,689.97,676.54,681.17,681.17,"3,110,900"
"Dec 29, 2023",490.37,492.23,481.94,486.88,486.88,"2,739,500"
"Feb 26, 2018",288.75,295.65,287.01,294.16,294.16,"10,268,600"
"Sep 13, 2023",435.5,438.4,410.69,412.24,412.24,"11,843,000"
"Mar 27, 2018",322.49,322.9,297,300.69,300.69,"12,068,600"
"Jul 15, 2022",175.58,189.22,174.56,189.11,189.11,"16,319,100"
"Feb 4, 2004",5.09,5.15,4.96,4.97,4.97,"27,357,400"
"Feb 10, 2020",365,374.8,362.52,371.07,371.07,"5,294,100"
"Sep 29, 2015",99.63,100.63,96.85,98.35,98.35,"17,405,900"
"Oct 20, 2023",405.63,410.64,398.01,400.96,400.96,"12,768,900"
"Aug 10, 2017",174.03,174.45,167.6,169.14,169.14,"9,693,100"
"Jul 25, 2017",187.79,188.66,185.81,186.97,186.97,"5,374,500"
"Nov 19, 2002",0.72,0.72,0.62,0.66,0.66,"28,194,600"
"Jun 17, 2010",17.94,18.26,17.77,17.98,17.98,"18,610,900"
"Nov 8, 2002",0.61,0.61,0.55,0.61,0.61,"4,922,400"
"May 11, 2015",82.32,84.86,82.19,84.28,84.28,"23,882,600"
"Sep 30, 2020",492.57,504.63,489.27,500.03,500.03,"4,634,100"
"Aug 23, 2016",95.68,96.59,95.48,95.94,95.94,"5,239,100"
"Apr 22, 2020",429.73,433,413,421.42,421.42,"21,084,800"
"Feb 12, 2021",556.94,561.25,550.85,556.52,556.52,"2,197,100"
"Nov 12, 2014",54.45,55.14,53.86,54.84,54.84,"10,958,500"
"Jul 21, 2015",110.21,113.71,109.32,112.51,112.51,"14,085,400"
"Oct 7, 2016",103.98,106.5,103.55,104.82,104.82,"8,659,500"
"May 27, 2016",102.44,103.5,101.44,103.3,103.3,"9,092,100"
"Mar 26, 2003",1.39,1.48,1.38,1.47,1.47,"18,580,800"
"Mar 28, 2018",298.39,298.8,281.61,285.77,285.77,"18,972,900"
"Jul 2, 2007",2.79,2.84,2.77,2.78,2.78,"7,970,200"
"Aug 3, 2018",347.75,347.86,338.48,343.09,343.09,"8,848,400"
"Apr 17, 2012",14.53,15.38,14.53,15.29,15.29,"31,110,800"
"Oct 3, 2003",2.94,2.96,2.82,2.87,2.87,"36,274,000"
"Jan 3, 2012",10.04,10.39,10.02,10.32,10.32,"29,213,800"
"Jan 14, 2009",4.36,4.42,4.11,4.22,4.22,"9,045,400"
"Sep 13, 2024",680.01,699.64,680,697.06,697.06,"2,276,500"
"Jun 11, 2012",9.48,9.51,9,9,9,"22,941,100"
"Dec 19, 2017",190.18,190.3,185.75,187.02,187.02,"7,033,000"
"Jun 14, 2005",2.36,2.44,2.34,2.43,2.43,"4,904,200"
"Jan 29, 2019",335.87,338.22,328.15,328.9,328.9,"7,655,200"
"Jun 25, 2009",5.63,5.88,5.59,5.87,5.87,"9,097,200"
"Nov 26, 2010",26.91,27.5,26.83,27.41,27.41,"21,292,600"
"Dec 2, 2005",3.86,3.97,3.86,3.96,3.96,"5,601,400"
"Jan 20, 2004",4.7,4.94,4.66,4.84,4.84,"40,924,800"
"Oct 25, 2021",663.74,675.88,657.07,671.66,671.66,"3,833,500"
"Sep 30, 2010",24.55,24.91,23.13,23.17,23.17,"72,002,700"
"Dec 28, 2009",8.1,8.29,8.1,8.19,8.19,"6,006,000"
"Feb 13, 2023",349.5,359.7,344.25,358.57,358.57,"7,134,400"
"Jul 23, 2004",2.88,2.93,2.84,2.9,2.9,"14,597,100"
"Aug 26, 2008",4.27,4.36,4.26,4.3,4.3,"10,262,700"
"Dec 4, 2020",497.5,504.5,493.64,498.31,498.31,"3,666,200"
"Oct 25, 2010",24.18,24.26,23.58,23.83,23.83,"25,864,300"
"Sep 9, 2024",674,683.5,672.14,675.42,675.42,"2,683,100"
"Mar 20, 2008",5.43,5.43,5.11,5.18,5.18,"23,524,200"
"Mar 28, 2006",4.14,4.14,3.94,4,4,"8,407,700"
"Sep 19, 2008",4.57,4.85,4.41,4.56,4.56,"14,959,000"
"Dec 7, 2020",500.01,517.76,497.77,515.78,515.78,"4,289,300"
"Nov 9, 2017",194.46,194.49,190.81,193.9,193.9,"5,979,900"
"Jan 24, 2005",1.57,1.62,1.55,1.59,1.59,"21,711,900"
"Jun 18, 2012",9.29,9.56,9.26,9.53,9.53,"22,997,800"
"Oct 21, 2010",24.22,24.99,23.8,24.67,24.67,"111,769,000"
"Jul 18, 2016",98.43,99.84,97.24,98.81,98.81,"28,669,700"
"Jan 28, 2013",24.64,25.32,22.97,23.16,23.16,"109,104,800"
"May 17, 2021",485.59,492.71,482.81,488.94,488.94,"2,705,200"
"Apr 26, 2016",93.5,93.55,91.25,92.43,92.43,"15,330,900"
"Apr 5, 2007",3.49,3.5,3.44,3.46,3.46,"5,451,600"
"Apr 28, 2009",6.54,6.8,6.43,6.6,6.6,"16,545,900"
"Nov 20, 2009",8.52,8.58,8.33,8.57,8.57,"7,789,600"
"Jul 27, 2006",2.76,3.06,2.75,2.89,2.89,"22,501,500"
"Aug 2, 2011",37.39,38.23,36.71,36.74,36.74,"23,356,200"
"Aug 16, 2022",247.16,249.29,244.03,245.69,245.69,"5,136,800"
"May 17, 2018",327.53,330.45,323.17,325.22,325.22,"4,935,700"
"Jan 24, 2024",537.75,562.5,537.07,544.87,544.87,"26,432,800"
"Oct 13, 2015",112.85,113.72,108.78,109.73,109.73,"17,512,100"
"Sep 14, 2004",2.29,2.34,2.21,2.33,2.33,"11,991,000"
"May 1, 2008",4.52,4.57,4.33,4.43,4.43,"17,323,600"
"Jul 2, 2009",5.85,5.86,5.67,5.7,5.7,"7,030,800"
"Dec 14, 2010",25.88,26.1,25.3,25.49,25.49,"63,529,900"
"Jan 7, 2011",25.52,25.79,25.2,25.61,25.61,"22,155,000"
"Dec 24, 2018",242,250.65,233.68,233.88,233.88,"9,547,600"
"Feb 19, 2019",355.8,365,355.32,361.92,361.92,"7,396,600"
"Dec 4, 2017",189.36,189.72,178.38,184.04,184.04,"9,069,800"
"Jul 31, 2024",626.57,633.6,622.58,628.35,628.35,"3,134,900"
"Oct 3, 2018",378.53,380.93,374.88,377.05,377.05,"5,798,600"
"Jul 24, 2012",11.58,11.78,11.12,11.48,11.48,"64,700,300"
"Oct 31, 2013",45.44,46.66,45.1,46.07,46.07,"18,489,800"
"May 2, 2014",48.22,49.13,47.72,48.66,48.66,"26,194,700"
"Jan 11, 2010",7.66,7.7,7.53,7.6,7.6,"6,783,700"
"Apr 5, 2024",624.92,637.91,622.71,636.18,636.18,"3,372,800"
"Mar 14, 2008",4.91,4.93,4.69,4.75,4.75,"7,955,500"
"Dec 9, 2004",1.61,1.69,1.6,1.68,1.68,"15,803,200"
"Jun 27, 2007",2.79,3.04,2.79,2.97,2.97,"21,091,700"
"Apr 30, 2021",505,514.55,505,513.47,513.47,"4,413,200"
"Apr 16, 2018",315.99,316.1,304,307.78,307.78,"20,307,900"
"Oct 5, 2009",6.43,6.53,6.39,6.49,6.49,"8,050,000"
"Dec 21, 2023",492.66,494.4,486.77,491.61,491.61,"2,756,200"
"Jun 11, 2024",640.72,650.19,640.52,648.55,648.55,"2,167,400"
"Dec 18, 2012",13.57,13.94,13.46,13.66,13.66,"29,348,200"
"Jun 21, 2019",365,371.45,365,369.21,369.21,"7,448,400"
"Nov 4, 2005",3.87,3.96,3.85,3.94,3.94,"7,023,800"
"Dec 29, 2004",1.79,1.82,1.74,1.8,1.8,"16,201,500"
"Jun 26, 2024",672.41,682.96,670.02,677.69,677.69,"3,545,800"
"Jan 26, 2017",140.45,141.21,138.51,138.96,138.96,"6,038,300"
"Mar 10, 2004",4.43,4.55,4.36,4.37,4.37,"13,733,300"
"Jul 24, 2020",468.77,487.17,467.54,480.45,480.45,"7,746,200"
"Jul 25, 2005",2.34,2.51,2.34,2.42,2.42,"36,587,600"
"Aug 13, 2013",36.95,37.46,36.18,37.03,37.03,"21,940,800"
"Feb 2, 2015",62.84,63.43,61.96,63.01,63.01,"12,990,600"
"Feb 11, 2021",564.44,565.93,554.22,557.59,557.59,"2,730,600"
"Feb 4, 2009",5.29,5.42,5.17,5.26,5.26,"14,547,400"
"Nov 23, 2015",124.3,126.2,121.66,125.03,125.03,"15,727,000"
"Mar 20, 2006",3.76,3.95,3.76,3.87,3.87,"9,045,400"
"Sep 24, 2020",470.53,477,467.82,473.08,473.08,"3,727,200"
"May 6, 2022",186.75,187.21,175.81,180.97,180.97,"17,185,500"
"Nov 24, 2003",3.24,3.36,3.24,3.34,3.34,"13,987,400"
"Nov 5, 2020",506.56,518.73,503.45,513.76,513.76,"5,372,800"
"May 21, 2024",636.76,650.88,634.22,650.61,650.61,"2,920,200"
"Jan 13, 2005",1.56,1.58,1.53,1.55,1.55,"9,585,800"
"Dec 10, 2012",12.29,12.43,12.07,12.11,12.11,"14,322,700"
"Jun 27, 2014",62.62,63.31,62.49,63.15,63.15,"15,587,600"
"May 15, 2003",1.76,1.78,1.73,1.75,1.75,"10,684,800"
"Dec 10, 2024",913.76,922.88,909.58,913.35,913.35,"2,388,600"
"Feb 3, 2011",30.15,30.47,29.96,30.21,30.21,"21,245,700"
"Jun 24, 2005",2.29,2.3,2.11,2.25,2.25,"16,706,900"
"Jun 6, 2012",9.38,9.77,9.31,9.41,9.41,"30,676,800"
"Sep 11, 2003",2.43,2.45,2.29,2.35,2.35,"17,785,600"
"Nov 13, 2013",47.6,47.92,47.01,47.9,47.9,"11,967,900"
"May 14, 2019",348.71,349.95,342.5,345.61,345.61,"5,353,000"
"Nov 15, 2017",194.54,195.42,191.53,192.12,192.12,"4,203,100"
"Dec 17, 2024",921.54,928.45,916.42,919.13,919.13,"2,459,500"
"Jul 20, 2005",2.32,2.43,2.31,2.41,2.41,"4,430,300"
"May 17, 2023",331.76,341.38,329.62,339.96,339.96,"3,958,800"
"Apr 20, 2007",3.14,3.16,3.11,3.16,3.16,"12,862,500"
"Mar 24, 2015",61.14,63.1,61.12,62.61,62.61,"16,888,900"
"Jan 4, 2007",3.77,3.83,3.59,3.62,3.62,"15,959,300"
"Sep 19, 2022",245.05,245.25,235.75,243.63,243.63,"17,912,400"
"Dec 6, 2012",11.74,12.65,11.67,12.31,12.31,"38,103,800"
"May 13, 2010",15.49,17.07,15.32,15.72,15.72,"71,549,800"
"May 22, 2013",33.49,34.03,32.38,32.65,32.65,"21,769,300"
"Sep 29, 2005",3.52,3.56,3.48,3.49,3.49,"9,803,500"
"Jul 6, 2011",40.95,41.68,40.64,41.57,41.57,"32,587,800"
"Mar 4, 2021",521.5,531.5,507.68,511.29,511.29,"5,034,800"
"Feb 20, 2025","1,042.00","1,045.00","1,015.59","1,024.54","1,024.54","3,111,800"
"Aug 18, 2009",6.15,6.23,6.12,6.22,6.22,"4,278,400"
"Jul 10, 2002",1.16,1.18,1.13,1.16,1.16,"1,554,000"
"May 28, 2004",4.71,4.74,4.62,4.7,4.7,"8,110,900"
"Jul 11, 2014",63.07,63.45,62.45,62.85,62.85,"14,219,100"
"Nov 9, 2015",113.36,114,108.64,109.86,109.86,"16,154,600"
"Dec 19, 2005",3.77,3.77,3.64,3.66,3.66,"10,205,300"
"Mar 18, 2015",59.74,60.65,59.3,60.45,60.45,"14,634,900"
"Aug 8, 2012",8.22,8.41,8.17,8.26,8.26,"18,194,400"
"Jan 18, 2007",3.25,3.28,3.17,3.18,3.18,"11,298,700"
"Apr 4, 2008",5.36,5.36,5.13,5.17,5.17,"6,877,500"
"Oct 10, 2022",225.64,233.83,224.23,229.98,229.98,"9,991,100"
"May 24, 2022",182,184,177.17,180.34,180.34,"7,706,400"
"Dec 11, 2019",294.49,299.43,294.2,298.93,298.93,"5,589,800"
"Dec 14, 2007",3.28,3.41,3.22,3.36,3.36,"9,684,500"
"Dec 8, 2017",186.5,189.42,186.3,188.54,188.54,"4,987,300"
"May 5, 2008",4.46,4.53,4.37,4.43,4.43,"8,323,000"
"Nov 10, 2016",122.76,122.97,113.7,115.42,115.42,"19,718,700"
"Sep 16, 2010",20.39,20.5,20.02,20.07,20.07,"28,531,300"
"Jun 13, 2024",644,655.25,642.35,653.26,653.26,"1,863,600"
"Sep 10, 2015",99.42,100.85,96.78,99.48,99.48,"21,031,900"
"Sep 17, 2019",294.5,299.15,291.79,298.6,298.6,"4,777,100"
"Aug 31, 2022",227,233.88,223.43,223.56,223.56,"8,615,900"
"Jan 22, 2014",47.07,47.78,46.76,47.68,47.68,"48,342,000"
"Jul 23, 2012",11.53,11.6,11.21,11.42,11.42,"30,965,200"
"Jan 14, 2008",3.41,3.49,3.25,3.25,3.25,"16,165,800"
"Oct 26, 2017",194.66,197.61,194.08,195.21,195.21,"5,185,800"
"Jan 20, 2017",139.36,140.79,137.66,138.6,138.6,"9,497,400"
"Apr 25, 2022",213.81,216.66,204.51,209.91,209.91,"28,152,000"
"Jun 30, 2005",2.33,2.38,2.32,2.34,2.34,"4,684,400"
"Apr 30, 2009",6.47,6.71,6.45,6.47,6.47,"12,247,200"
"Mar 8, 2018",322.2,322.92,314.13,317,317,"11,340,100"
"Sep 7, 2017",178.8,180.35,177.1,179,179,"6,036,100"
"Jan 20, 2009",4.43,4.49,4.24,4.26,4.26,"5,606,300"
"Nov 22, 2023",476.8,482.7,476.56,478,478,"2,841,600"
"Jul 8, 2008",4.05,4.09,3.95,4.06,4.06,"10,042,900"
"Mar 17, 2022",359.7,373.31,354.88,371.4,371.4,"5,818,300"
"Jul 20, 2012",11.81,11.93,11.64,11.69,11.69,"24,369,800"
"Feb 5, 2020",375.13,375.25,362.3,369.67,369.67,"6,437,000"
"Jun 19, 2015",96.24,96.42,93.82,93.87,93.87,"19,814,900"
"Oct 30, 2023",402.35,412.82,399.41,410.08,410.08,"5,317,100"
"Aug 7, 2013",36.34,36.78,35.52,35.6,35.6,"16,328,900"
"Sep 27, 2006",3.29,3.36,3.29,3.31,3.31,"4,239,900"
"Dec 23, 2020",524.76,526.32,514.2,514.48,514.48,"2,393,200"
"Dec 21, 2012",13.15,13.27,13.02,13.05,13.05,"28,430,500"
"Aug 29, 2013",40.58,41.46,40.55,41.12,41.12,"19,059,600"
"Oct 27, 2022",298.33,305.21,294.78,296.94,296.94,"14,612,600"
"Aug 18, 2014",66.01,67.07,65.89,66.57,66.57,"13,496,000"
"Apr 10, 2012",15.33,15.4,14.54,14.56,14.56,"35,105,000"
"Mar 17, 2003",1.18,1.29,1.12,1.29,1.29,"16,616,600"
"Aug 28, 2014",67.52,68.21,67.26,67.89,67.89,"7,584,500"
"Jun 26, 2020",466.39,468.03,442.24,443.4,443.4,"6,804,700"
"Jun 30, 2020",450.02,457.59,447,455.04,455.04,"4,198,500"
"Sep 25, 2012",8.11,8.14,7.67,7.69,7.69,"41,858,600"
"Jul 1, 2019",373.5,376.66,372,374.6,374.6,"4,992,600"
"Jul 18, 2022",192.5,199.67,189.8,190.92,190.92,"16,322,800"
"Apr 18, 2022",340,342.36,331.62,337.86,337.86,"5,105,000"
"Feb 23, 2012",15.94,16.31,15.88,16.14,16.14,"39,762,100"
"Feb 26, 2016",95.3,97.48,94.25,94.79,94.79,"16,975,200"
"Jul 2, 2014",67.64,67.98,66.58,66.68,66.68,"17,309,600"
"Jan 29, 2010",8.96,9.22,8.79,8.89,8.89,"24,604,300"
"Aug 20, 2020",484.69,498.94,483.89,497.9,497.9,"5,132,500"
"Jul 7, 2017",146.65,150.75,146.65,150.18,150.18,"5,561,300"
"Jul 19, 2011",40.57,41.33,40.56,41.04,41.04,"19,149,200"
"Jul 28, 2014",60.32,60.84,59.79,60.67,60.67,"11,960,900"
"Oct 28, 2011",11.47,12.09,11.37,12.02,12.02,"57,769,600"
"Mar 5, 2015",67.43,67.46,66.42,66.81,66.81,"11,244,800"
"Mar 23, 2015",60.89,61.16,60.33,60.71,60.71,"7,664,300"
"Apr 3, 2019",369.26,373.41,366.19,369.75,369.75,"5,368,900"
"Sep 7, 2018",342.2,355.75,341.25,348.68,348.68,"9,105,800"
"Apr 1, 2008",5.07,5.27,4.91,5.22,5.22,"16,173,500"
"Sep 30, 2004",2.32,2.32,2.13,2.2,2.2,"20,329,400"
"Apr 30, 2003",1.63,1.66,1.55,1.63,1.63,"11,071,200"
"Feb 24, 2025","1,008.00","1,015.17",984.48,988.47,988.47,"4,426,200"
"Nov 14, 2023",448.78,454.08,445.64,448.65,448.65,"4,060,900"
"Mar 1, 2019",362.26,362.87,354.69,357.32,357.32,"5,526,500"
"Dec 13, 2023",461.98,481.25,461.98,479.98,479.98,"5,820,200"
"Oct 18, 2010",22.34,22.38,21.72,21.86,21.86,"19,976,600"
"Nov 3, 2023",428.76,434.82,425.53,432.36,432.36,"3,664,800"
"Mar 28, 2024",614.99,615,601.59,607.33,607.33,"3,708,800"
"Dec 3, 2020",502.99,508.77,496.04,497.52,497.52,"2,826,100"
"Dec 26, 2024",928.4,930.49,915.3,924.14,924.14,"2,340,300"
"Dec 17, 2009",7.79,7.83,7.67,7.68,7.68,"10,091,200"
"Jul 15, 2024",647.5,667.54,646.63,656.45,656.45,"3,208,800"
"Nov 28, 2016",117.05,117.62,115.71,116.93,116.93,"5,278,900"
"May 5, 2016",90.91,92.08,89.25,89.37,89.37,"10,368,500"
"Jul 20, 2021",526.07,536.64,520.3,531.05,531.05,"6,930,400"
"Sep 17, 2013",43.15,43.32,42.53,42.79,42.79,"18,200,700"
"Nov 19, 2014",54.74,55.29,51.81,51.87,51.87,"24,515,400"
"Nov 21, 2022",291,291.87,282.66,285.05,285.05,"7,256,500"
"Jul 26, 2016",91.03,93.1,90.9,91.41,91.41,"19,577,600"
"Feb 17, 2016",90.13,94.77,89.64,94.76,94.76,"18,323,800"
"Sep 8, 2009",5.9,5.98,5.83,5.93,5.93,"7,308,000"
"Oct 15, 2003",3.38,3.43,3.17,3.19,3.19,"16,424,800"
"Jun 1, 2015",88.84,89.12,87.94,89,89,"9,926,000"
"Jul 25, 2006",2.71,2.76,2.66,2.68,2.68,"106,622,600"
"Dec 1, 2016",117.52,118.68,113.95,117.22,117.22,"8,636,900"
"Sep 14, 2018",368.55,371.09,363.46,364.56,364.56,"4,756,400"
"Sep 27, 2022",228.63,230.64,220.72,224.36,224.36,"7,762,200"
"Dec 8, 2011",10.22,10.42,9.87,9.92,9.92,"46,216,100"
"Apr 12, 2007",3.49,3.56,3.45,3.51,3.51,"5,466,300"
"Jun 18, 2021",496.4,504.49,495.24,500.77,500.77,"5,197,600"
"Jul 6, 2016",95.03,96,93.55,94.6,94.6,"16,301,200"
"Sep 3, 2002",0.94,0.96,0.91,0.93,0.93,"1,593,200"
"Dec 24, 2009",8.14,8.24,8.08,8.13,8.13,"3,035,200"
"Nov 11, 2011",12.27,12.56,11.96,12.54,12.54,"38,140,200"
"May 23, 2019",355.5,357.42,347.7,352.21,352.21,"5,630,400"
"Jan 21, 2009",4.33,4.41,4.19,4.38,4.38,"8,064,000"
"Mar 27, 2006",4.06,4.16,4.04,4.13,4.13,"5,318,600"
"Apr 24, 2009",6.22,6.26,6.01,6.1,6.1,"30,082,500"
"Dec 9, 2019",307.35,311.49,302.44,302.5,302.5,"5,748,400"
"Mar 21, 2018",316.35,319.4,314.51,316.48,316.48,"5,263,900"
"Jul 20, 2006",3.39,3.44,3.33,3.34,3.34,"7,718,900"
"Sep 21, 2017",185.82,189.95,184.51,188.78,188.78,"7,148,100"
"Jul 20, 2022",208.17,216.97,200.1,216.44,216.44,"53,920,300"
"Oct 5, 2017",185.65,194.49,184.49,194.39,194.39,"19,412,700"
"Apr 20, 2004",4.42,4.46,4.14,4.16,4.16,"19,196,100"
"Jan 22, 2010",7.3,7.48,7.21,7.27,7.27,"9,395,400"
"Nov 26, 2019",315,316.5,311.69,312.49,312.49,"5,321,000"
"Nov 19, 2009",8.67,8.71,8.56,8.61,8.61,"4,040,400"
"Jun 26, 2015",95.3,95.31,93.09,93.09,93.09,"30,314,900"
"Sep 19, 2024",705,715.66,695.37,704.32,704.32,"4,228,500"
"Oct 10, 2019",265.97,280.53,265.03,280.48,280.48,"10,809,100"
"Apr 2, 2020",364.08,370.99,360.06,370.08,370.08,"4,592,500"
"Aug 19, 2005",3.06,3.07,3,3.05,3.05,"5,347,300"
"Aug 30, 2023",430.85,438.16,428.35,434.67,434.67,"3,625,400"
"Mar 4, 2022",368,374.82,357.17,361.73,361.73,"5,325,500"
"Jul 16, 2021",541.81,544.06,527.05,530.31,530.31,"3,442,100"
"Jul 22, 2011",39,39.81,38.65,39.51,39.51,"23,739,800"
"Nov 12, 2012",11.29,11.47,11.14,11.17,11.17,"18,330,200"
"Feb 8, 2010",8.71,8.82,8.57,8.7,8.7,"9,346,400"
"Aug 8, 2002",0.8,0.8,0.75,0.8,0.8,"2,283,400"
"Sep 10, 2013",42.5,44.75,42.4,44.72,44.72,"36,682,100"
"Dec 16, 2004",1.85,1.97,1.81,1.91,1.91,"23,007,600"
"Jun 15, 2004",4.25,4.36,4.23,4.25,4.25,"7,200,200"
"Apr 20, 2010",12.15,12.49,12.12,12.44,12.44,"12,414,500"
"Oct 11, 2018",324.94,334.2,315.81,321.1,321.1,"16,082,100"
"May 13, 2014",49.21,50.61,48.68,49.59,49.59,"20,832,000"
"Aug 16, 2005",3.15,3.25,3.13,3.18,3.18,"11,184,600"
"Feb 19, 2013",27.29,28.17,27.16,28.06,28.06,"34,138,300"
"Jul 26, 2022",216.66,219.39,211.64,213.91,213.91,"9,508,500"
"Jul 13, 2023",447,451.67,441.18,450.38,450.38,"6,157,500"
"Mar 11, 2016",99.51,99.6,96.05,97.66,97.66,"15,114,300"
"Jun 26, 2019",361.6,366.79,361.6,362.2,362.2,"3,669,700"
"Aug 16, 2021",515.24,523.38,512.3,517.92,517.92,"2,032,800"
"Jan 23, 2014",55.34,56.52,53.93,55.53,55.53,"91,280,000"
"Jun 1, 2018",353.88,359.99,352.82,359.93,359.93,"7,112,300"
"Dec 15, 2023",467.3,473,467.3,472.06,472.06,"7,838,300"
"Aug 18, 2017",165.95,169.97,165.8,166.54,166.54,"7,385,700"
"Dec 12, 2022",320,323.18,308.85,315.18,315.18,"10,148,600"
"Jun 30, 2004",5.08,5.22,4.98,5.14,5.14,"29,511,300"
"Jun 2, 2009",5.83,5.99,5.73,5.88,5.88,"9,578,100"
"May 10, 2021",502,503.15,486.11,486.69,486.69,"5,131,600"
"Oct 22, 2021",651.81,665.46,651.81,664.78,664.78,"6,186,000"
"Mar 15, 2005",1.35,1.37,1.3,1.31,1.31,"10,535,700"
"Nov 10, 2010",24.29,25.32,24.09,25.27,25.27,"38,518,900"
"Oct 8, 2021",634.17,643.8,630.86,632.66,632.66,"3,272,100"
"Jul 24, 2008",3.95,3.96,3.81,3.82,3.82,"12,923,400"
"Apr 13, 2011",33.78,34.12,33.18,34.11,34.11,"30,430,400"
"May 31, 2002",1.08,1.08,1.07,1.08,1.08,"8,464,400"
"Aug 13, 2015",120.99,125.73,119.34,123.73,123.73,"15,284,400"
"Oct 9, 2015",114.11,115.83,112.44,113.33,113.33,"22,455,200"
"Dec 20, 2007",3.57,3.93,3.52,3.89,3.89,"22,400,000"
"Aug 11, 2017",169.86,172.58,169,171.4,171.4,"5,022,300"
"Jul 28, 2020",496.02,497.79,487.76,488.51,488.51,"5,986,700"
"Apr 21, 2014",49.9,49.91,48.33,49.78,49.78,"47,892,600"
"Jul 3, 2012",9.78,10.4,9.67,10.29,10.29,"25,261,600"
"May 28, 2013",33.11,33.71,30.43,30.6,30.6,"39,525,500"
"Jan 30, 2025",986.75,994.59,970.01,973.24,973.24,"3,867,800"
"Dec 27, 2005",3.97,3.97,3.8,3.85,3.85,"6,646,500"
"Jul 10, 2006",3.82,3.83,3.74,3.78,3.78,"3,127,600"
"Dec 2, 2008",3.2,3.37,3.15,3.32,3.32,"6,883,800"
"Dec 14, 2022",318.97,324.71,314.42,317.83,317.83,"7,543,300"
"May 26, 2006",4.11,4.16,4.06,4.12,4.12,"3,797,500"
"Jan 28, 2022",386.76,387,372.08,384.36,384.36,"11,966,600"
"Jan 29, 2007",3.18,3.25,3.15,3.22,3.22,"21,761,600"
"Aug 29, 2011",32.42,32.43,31.75,32.15,32.15,"19,516,000"
"Oct 8, 2024",703.88,725.06,703.55,721.76,721.76,"3,187,400"
"Sep 29, 2008",4.62,4.7,4.44,4.51,4.51,"8,029,000"
"Oct 1, 2013",44.97,46.39,44.86,46.37,46.37,"29,693,300"
"Sep 6, 2011",29.87,31.28,29.82,31.25,31.25,"28,156,800"
"Jun 1, 2009",5.71,5.89,5.68,5.85,5.85,"9,718,100"
"Aug 24, 2010",17.94,17.95,17.29,17.33,17.33,"36,478,400"
"Jul 2, 2018",385.45,398.38,380,398.18,398.18,"8,142,500"
"Jun 30, 2006",3.89,3.93,3.79,3.89,3.89,"7,066,500"
"Oct 7, 2015",108.84,109.78,106.75,108.1,108.1,"12,329,500"
"Feb 17, 2006",3.58,3.61,3.56,3.57,3.57,"4,440,100"
"Jan 13, 2025",831.53,847.07,829.14,840.29,840.29,"3,024,500"
"Aug 16, 2012",9.07,9.23,8.97,9.19,9.19,"17,630,900"
"Nov 12, 2009",8.49,8.55,8.29,8.31,8.31,"5,187,000"
"Jun 18, 2008",4.44,4.45,4.29,4.31,4.31,"6,950,300"
"Feb 10, 2003",0.87,0.91,0.87,0.89,0.89,"7,305,200"
"Sep 8, 2008",4.31,4.4,4.23,4.31,4.31,"11,142,600"
"Dec 15, 2017",189.61,191.43,188.01,190.12,190.12,"7,285,600"
"Jun 4, 2021",492,501.86,490.95,494.74,494.74,"3,160,500"
"Jun 11, 2014",60.75,61.8,60.71,61.43,61.43,"13,745,900"
"Sep 26, 2005",3.45,3.45,3.35,3.42,3.42,"7,032,200"
"Feb 3, 2006",3.71,3.75,3.62,3.73,3.73,"9,202,900"
"Jul 26, 2011",36.51,38.33,35.92,38.13,38.13,"97,017,900"
"Jun 27, 2018",407.56,411.59,390,390.39,390.39,"16,541,400"
"Jul 12, 2007",2.86,2.91,2.84,2.87,2.87,"5,622,400"
"Mar 10, 2014",64.07,64.11,61.73,62.85,62.85,"15,439,200"
"Oct 29, 2015",105,106.91,104.75,105.12,105.12,"9,841,400"
"Mar 4, 2014",64.42,65,63.66,65,65,"12,387,900"
"Nov 28, 2017",195.34,199.68,194.01,199.18,199.18,"6,981,100"
"Oct 28, 2003",3.9,4.03,3.87,4.03,4.03,"21,884,800"
"Oct 15, 2008",3.41,3.45,3.22,3.22,3.22,"5,328,400"
"Feb 16, 2016",89,90.14,87.54,89.05,89.05,"16,356,600"
"Mar 26, 2012",17.37,17.46,17.02,17.43,17.43,"32,428,200"
"Dec 9, 2010",27.14,27.45,26.51,27.29,27.29,"47,335,400"
